hospital_name,city,state,star_rating,drg_description,hospital_price,national_avg_price,total_savings
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION",37102.705128,52290.8,15188.1
"UNIVERSITY OF COLORADO HOSPITAL AUTHORITY",AURORA,CO,5,"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE",91416.944444,106524.99,15108.05
"FAIRVIEW HOSPITAL",CLEVELAND,OH,5,"SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS",46088.578947,61140.46,15051.88
"SAINT FRANCIS HOSPITAL SOUTH, LLC",TULSA,OK,5,"INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC",28034.157895,43065.94,15031.78
"VIERA HOSPITAL",MELBOURNE,FL,5,"INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC",28197.058824,43065.94,14868.88
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH MCC",31893.076923,46757.09,14864.02
"UNIVERSITY OF KANSAS HOSPITAL","KANSAS CITY",KS,5,"MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH OTHER PROCEDURES WI",25624.818182,40468.05,14843.23
"UNIVERSITY OF KANSAS HOSPITAL","KANSAS CITY",KS,5,"KIDNEY TRANSPLANT",28128,42963.46,14835.46
"CLEVELAND CLINIC",CLEVELAND,OH,5,"CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS OR WITH HIGH DOSE CHEMOTHERAPY A",51100.809524,65915.76,14814.95
"RUSH UNIVERSITY MEDICAL CENTER",CHICAGO,IL,5,"WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE D",49273.714286,64040.83,14767.12
"LANCASTER GENERAL HOSPITAL",LANCASTER,PA,5,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH MCC",26708.363636,41447.93,14739.56
"ST VINCENT HEART CENTER",CARMEL,IN,5,"CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITH MCC",51596.633333,66327.12,14730.48
"INOVA FAIRFAX HOSPITAL","FALLS CHURCH",VA,5,"KIDNEY TRANSPLANT WITH HEMODIALYSIS WITH MCC",42774.055556,57487.12,14713.06
"HILLCREST HOSPITAL","MAYFIELD HEIGHTS",OH,5,"OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH MCC",27415.153846,42127.74,14712.58
"BAYLOR SCOTT & WHITE THE HEART HOSPITAL PLANO",PLANO,TX,5,"CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT",85564.695652,100235.52,14670.83
"NS/LIJ HS HUNTINGTON HOSPITAL",HUNTINGTON,NY,5,"OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC",33427.769231,48068.21,14640.44
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"LYMPHOMA AND NON-ACUTE LEUKEMIA WITH MCC",21329.782609,35935,14605.21
"SAINT LUKE'S SOUTH HOSPITAL","OVERLAND PARK",KS,5,"INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC",28463.384615,43065.94,14602.56
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC",24211.1875,38812.31,14601.12
"ST DAVID'S MEDICAL CENTER",AUSTIN,TX,5,"PANCREAS, LIVER AND SHUNT PROCEDURES WITH MCC",46411.545455,61003.68,14592.13
"CHRIST HOSPITAL",CINCINNATI,OH,5,"CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION",62805.44186,77340.79,14535.35
"AVERA HEART HOSPITAL OF SOUTH DAKOTA","SIOUX FALLS",SD,5,"CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITH MCC",40393.3,54921.31,14528.01
"OKLAHOMA HEART HOSPITAL, LLC","OKLAHOMA CITY",OK,5,"CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITH MCC",40403.560606,54921.31,14517.75
"ST DAVID'S MEDICAL CENTER",AUSTIN,TX,5,"CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC O",39072.047619,53577.04,14505
"HOUSTON METHODIST THE WOODLANDS HOSPITAL","THE WOODLANDS",TX,5,"SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS",46646.727273,61140.46,14493.73
"OKLAHOMA HEART HOSPITAL, LLC","OKLAHOMA CITY",OK,5,"ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC",41775.926829,56199.23,14423.3
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITH MCC",51924.736842,66327.12,14402.38
"METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL","OLIVE BRANCH",MS,5,"INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC",28665.416667,43065.94,14400.52
"OKLAHOMA HEART HOSPITAL, LLC","OKLAHOMA CITY",OK,5,"MAJOR CHEST PROCEDURES WITH MCC",29069,43431.93,14362.93
"UNIVERSITY OF UTAH HOSPITAL AND CLINICS","SALT LAKE CITY",UT,5,"CHIMERIC ANTIGEN RECEPTOR (CAR) T-CELL AND OTHER IMMUNOTHERAPIES",427700.07143,442001.93,14301.86
"MEDINA HOSPITAL",MEDINA,OH,5,"INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC",28894.214286,43065.94,14171.73
"HOUSTON METHODIST THE WOODLANDS HOSPITAL","THE WOODLANDS",TX,5,"CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC O",39455.066667,53577.04,14121.98
"AVERA HEART HOSPITAL OF SOUTH DAKOTA","SIOUX FALLS",SD,5,"OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC",33973.962963,48068.21,14094.25
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"OTHER CIRCULATORY SYSTEM O.R. PROCEDURES",20824.846154,34883.77,14058.92
"ST DAVID'S MEDICAL CENTER",AUSTIN,TX,5,"EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC",29257.875,43300.33,14042.45
"LANCASTER GENERAL HOSPITAL",LANCASTER,PA,5,"CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC O",39621.272727,53577.04,13955.77
"INOVA FAIRFAX HOSPITAL","FALLS CHURCH",VA,5,"INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITH MCC",89919.769231,103858.44,13938.67
"HOUSTON METHODIST BAYTOWN HOSPITAL",BAYTOWN,TX,5,"EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC",29383.833333,43300.33,13916.49
"UNIVERSITY OF KANSAS HOSPITAL","KANSAS CITY",KS,5,"CONNECTIVE TISSUE DISORDERS WITH MCC",20576.5625,34469.5,13892.94
"HILLCREST HOSPITAL","MAYFIELD HEIGHTS",OH,5,"EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC",29423,43300.33,13877.33
"PAOLI HOSPITAL",PAOLI,PA,5,"LIMB REATTACHMENT, HIP AND FEMUR PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA",25297.545455,39157.01,13859.46
"KANSAS HEART HOSPITAL",WICHITA,KS,5,"CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITHOUT MCC",29454.36,43294.66,13840.3
"UNIVERSITY OF KANSAS HOSPITAL","KANSAS CITY",KS,5,"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH CC",35718.5625,49519.15,13800.59
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH MCC",24956.5,38681.15,13724.65
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE D",18656.791667,32378.39,13721.6
"PRISMA HEALTH BAPTIST",COLUMBIA,SC,5,"INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC",29380.571429,43065.94,13685.37
"OKLAHOMA HEART HOSPITAL, LLC","OKLAHOMA CITY",OK,5,"OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC",34392.8,48068.21,13675.41
"THEDACARE REGIONAL MED CTR - NEENAH",NEENAH,WI,5,"INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC",29488.129032,43065.94,13577.81
"NEW ENGLAND BAPTIST HOSPITAL",BOSTON,MA,5,"WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE D",18882.636364,32378.39,13495.75
"INTERMOUNTAIN HEALTH UTAH VALLEY HOSPITAL",PROVO,UT,5,"CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC O",40085.529412,53577.04,13491.52
"BRIGHAM AND WOMEN'S HOSPITAL",BOSTON,MA,5,"RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH MCC",31972.214286,45429.76,13457.55
"UNIVERSITY OF UTAH HOSPITAL AND CLINICS","SALT LAKE CITY",UT,5,"LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH MCC",53705.466667,67154.98,13449.51
"INTERMOUNTAIN HEALTH UTAH VALLEY HOSPITAL",PROVO,UT,5,"EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC",29856.538462,43300.33,13443.79
"MARYMOUNT HOSPITAL","GARFIELD HEIGHTS",OH,5,"INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC",29686.4,43065.94,13379.54
"REX HOSPITAL",RALEIGH,NC,5,"OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH MCC",28758.909091,42127.74,13368.83
"AVERA ST LUKES",ABERDEEN,SD,5,"COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC",41635.181818,55000.05,13364.86
"CHRIST HOSPITAL",CINCINNATI,OH,5,"CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITH MCC",41588.170732,54921.31,13333.14
"ST DAVID'S MEDICAL CENTER",AUSTIN,TX,5,"OTHER CIRCULATORY SYSTEM O.R. PROCEDURES",21562.428571,34883.77,13321.34
"CHI HEALTH LAKESIDE",OMAHA,NE,5,"MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC",27557.642857,40853.72,13296.08
"INTERMOUNTAIN MEDICAL CENTER",MURRAY,UT,5,"PANCREAS, LIVER AND SHUNT PROCEDURES WITH MCC",47792.333333,61003.68,13211.34
"BRIGHAM AND WOMEN'S HOSPITAL",BOSTON,MA,5,"MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDUR",69209.636364,82413.23,13203.6
"REX HOSPITAL",RALEIGH,NC,5,"CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC",29406.954545,42595.09,13188.13
"CALVERTHEALTH MEDICAL CENTER","PRINCE FREDERICK",MD,5,"INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC",29879.3,43065.94,13186.64
"AVERA ST LUKES",ABERDEEN,SD,5,"INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC",29883.074074,43065.94,13182.87
"VIRGINIA HOSPITAL CENTER",ARLINGTON,VA,5,"EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC",30154.944444,43300.33,13145.38
"HACKENSACK UNIVERSITY MEDICAL CENTER",HACKENSACK,NJ,5,"KIDNEY TRANSPLANT WITH HEMODIALYSIS WITHOUT MCC",36217.294118,49346.82,13129.52
"VIERA HOSPITAL",MELBOURNE,FL,5,"MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC",27759.8125,40853.72,13093.91
"MAYO CLINIC HOSPITAL ROCHESTER",ROCHESTER,MN,5,"RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH CC",12978.5625,26023.4,13044.84
"HACKENSACK UNIVERSITY MEDICAL CENTER",HACKENSACK,NJ,5,"ACUTE LEUKEMIA WITH MCC",64788.789474,77828.74,13039.95
"REX HOSPITAL",RALEIGH,NC,5,"COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC",41974.5,55000.05,13025.55
"PAOLI HOSPITAL",PAOLI,PA,5,"CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC O",40589.727273,53577.04,12987.32
"BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE",GRAPEVINE,TX,5,"MAJOR CHEST PROCEDURES WITH MCC",30449.052632,43431.93,12982.88
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC",29630.868852,42595.09,12964.22
"MCKAY-DEE HOSPITAL",OGDEN,UT,5,"CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC O",40643,53577.04,12934.04
"THEDACARE REGIONAL MED CTR - NEENAH",NEENAH,WI,5,"CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC",29714.666667,42595.09,12880.42
"TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON",DENTON,TX,5,"CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITH MCC",53457.066667,66327.12,12870.05
"PRISMA HEALTH GREER MEMORIAL HOSPITAL",SPARTANBURG,SC,5,"INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC",30197.538462,43065.94,12868.4
"CLEVELAND CLINIC AVON HOSPITAL",AVON,OH,5,"INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC",30240.827586,43065.94,12825.11
"MORRISTOWN MEDICAL CENTER",MORRISTOWN,NJ,5,"CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS OR WITH HIGH DOSE CHEMOTHERAPY A",53091,65915.76,12824.76
"LANCASTER GENERAL HOSPITAL",LANCASTER,PA,5,"CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION",39479.333333,52290.8,12811.47
"PAOLI HOSPITAL",PAOLI,PA,5,"EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC",30512.214286,43300.33,12788.11
"BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE",GRAPEVINE,TX,5,"EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC",30515.461538,43300.33,12784.87
"MOUNTAIN VIEW HOSPITAL",PAYSON,UT,5,"COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC",42298.692308,55000.05,12701.35
"INOVA LOUDOUN HOSPITAL",LEESBURG,VA,5,"EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC",30612.916667,43300.33,12687.41
"TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL",ROCKWALL,TX,5,"INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC",30394.0625,43065.94,12671.88
"ST VINCENT HEART CENTER",CARMEL,IN,5,"ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC",43528.098039,56199.23,12671.13
"VIRGINIA HOSPITAL CENTER",ARLINGTON,VA,5,"OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH MCC",26020.4,38681.15,12660.75
"UNIVERSITY OF COLORADO HOSPITAL AUTHORITY",AURORA,CO,5,"KIDNEY TRANSPLANT WITH HEMODIALYSIS WITH MCC",44849.434783,57487.12,12637.68
"HILLCREST HOSPITAL","MAYFIELD HEIGHTS",OH,5,"INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC",30473.560606,43065.94,12592.38
"BRIGHAM AND WOMEN'S HOSPITAL",BOSTON,MA,5,"RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH CC",13477.583333,26023.4,12545.82
"RUSH UNIVERSITY MEDICAL CENTER",CHICAGO,IL,5,"ECMO OR TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NEC",199961.38889,212502.52,12541.13
"PAOLI HOSPITAL",PAOLI,PA,5,"CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC",30081.125,42595.09,12513.96
"HOUSTON METHODIST HOSPITAL",HOUSTON,TX,5,"LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH MCC",54666.076923,67154.98,12488.9
"MERCY GILBERT MEDICAL CENTER",GILBERT,AZ,5,"EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC",30903.294118,43300.33,12397.03
"LANCASTER GENERAL HOSPITAL",LANCASTER,PA,5,"CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITH MCC",53932.866667,66327.12,12394.25
"THEDACARE REGIONAL MED CTR - NEENAH",NEENAH,WI,5,"MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC",28466.666667,40853.72,12387.06
"AVERA HEART HOSPITAL OF SOUTH DAKOTA","SIOUX FALLS",SD,5,"ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC",43838.377049,56199.23,12360.85
"HOUSTON METHODIST THE WOODLANDS HOSPITAL","THE WOODLANDS",TX,5,"OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC",35723.230769,48068.21,12344.98
"FAIRVIEW HOSPITAL",CLEVELAND,OH,5,"OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH MCC",26345,38681.15,12336.15
"CLEVELAND CLINIC",CLEVELAND,OH,5,"LIVER TRANSPLANT WITH MCC OR INTESTINAL TRANSPLANT",147753.33333,160038.24,12284.91
"ST LUKE'S HOSPITAL - GRAND VIEW CAMPUS",SELLERSVILLE,PA,5,"CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC",30372.214286,42595.09,12222.87
"BAPTIST MEDICAL CENTER - NASSAU","FERNANDINA BEACH",FL,5,"INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC",30859.454545,43065.94,12206.49
"KANSAS HEART HOSPITAL",WICHITA,KS,5,"CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC",24361.611111,36556.6,12194.99
"HILLCREST HOSPITAL","MAYFIELD HEIGHTS",OH,5,"OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH MCC",23376.083333,35550.61,12174.52
"BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE",GRAPEVINE,TX,5,"OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH MCC",23401.166667,35550.61,12149.44
"MASSACHUSETTS GENERAL HOSPITAL",BOSTON,MA,5,"NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITH MCC",44271,56373,12102
"ST. PATRICK HOSPITAL",MISSOULA,MT,5,"CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC O",41495.153846,53577.04,12081.89
"CLEVELAND CLINIC",CLEVELAND,OH,5,"RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH CC",13950.090909,26023.4,12073.31
"MAYO CLINIC HOSPITAL",PHOENIX,AZ,5,"RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH CC",13967,26023.4,12056.4
"ST. PATRICK HOSPITAL",MISSOULA,MT,5,"CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION",40246.568627,52290.8,12044.23
"ST DAVID'S MEDICAL CENTER",AUSTIN,TX,5,"CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC",30552.869565,42595.09,12042.22
"ADVENTHEALTH FISH MEMORIAL","ORANGE CITY",FL,5,"INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC",31046.979592,43065.94,12018.96
"BAYLOR SCOTT & WHITE THE HEART HOSPITAL PLANO",PLANO,TX,5,"MAJOR CHEST PROCEDURES WITH MCC",31527.714286,43431.93,11904.22
"REX HOSPITAL",RALEIGH,NC,5,"CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION",40416.52381,52290.8,11874.28
"NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL",EVANSTON,IL,5,"NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC",26964.642857,38812.31,11847.67
"HILLCREST HOSPITAL","MAYFIELD HEIGHTS",OH,5,"COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC",43195.230769,55000.05,11804.82
"KANSAS HEART HOSPITAL",WICHITA,KS,5,"OTHER VASCULAR PROCEDURES WITH MCC",20427.0625,32227.02,11799.96
"PIEDMONT COLUMBUS REGIONAL NORTHSIDE",COLUMBUS,GA,5,"INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC",31274.892857,43065.94,11791.05
"SENTARA MARTHA JEFFERSON HOSPITAL",CHARLOTTESVILLE,VA,5,"INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC",31418.386364,43065.94,11647.55
"KANSAS HEART HOSPITAL",WICHITA,KS,5,"AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC",25820.045455,37436.82,11616.78
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC O",41972.387097,53577.04,11604.66
"PAOLI HOSPITAL",PAOLI,PA,5,"SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS",49542.368421,61140.46,11598.09
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITH MCC",43323.804878,54921.31,11597.5
"HOUSTON METHODIST WILLOWBROOK HOSPITAL",HOUSTON,TX,5,"OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC",36478.857143,48068.21,11589.36
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"OTHER CARDIOTHORACIC PROCEDURES WITH MCC",37755.047619,49339.06,11584.01
"OKLAHOMA HEART HOSPITAL SOUTH, LLC","OKLAHOMA CITY",OK,5,"OTHER VASCULAR PROCEDURES WITH MCC",20657.647059,32227.02,11569.37
"MCKAY-DEE HOSPITAL",OGDEN,UT,5,"ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC",44634.409091,56199.23,11564.82
"AVERA HEART HOSPITAL OF SOUTH DAKOTA","SIOUX FALLS",SD,5,"MAJOR CHEST PROCEDURES WITH MCC",31867.894737,43431.93,11564.04
"INTERMOUNTAIN MEDICAL CENTER",MURRAY,UT,5,"OTHER O.R. PROCEDURES FOR INJURIES WITH MCC",31086.727273,42577.66,11490.93
"Adventhealth Zephyrhills",ZEPHYRHILLS,FL,5,"INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC",31580.694444,43065.94,11485.25
"SENTARA MARTHA JEFFERSON HOSPITAL",CHARLOTTESVILLE,VA,5,"COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITHOUT CC/MCC",30086.222222,41535.68,11449.45
"MCKAY-DEE HOSPITAL",OGDEN,UT,5,"CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC",31150.428571,42595.09,11444.66
"NORTHWESTERN MEMORIAL HOSPITAL",CHICAGO,IL,5,"KIDNEY TRANSPLANT WITH HEMODIALYSIS WITHOUT MCC",37918.8,49346.82,11428.02
"ST DAVID'S MEDICAL CENTER",AUSTIN,TX,5,"ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC",44795.485714,56199.23,11403.74
"MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL","EAU CLAIRE",WI,5,"CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION",40935.344828,52290.8,11355.46
"CHRIST HOSPITAL",CINCINNATI,OH,5,"CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITH MCC",55003.944444,66327.12,11323.17
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC",36771.485714,48068.21,11296.73
"UNIVERSITY OF KANSAS HOSPITAL","KANSAS CITY",KS,5,"MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDUR",19745.6,31019.87,11274.27
"FAIRVIEW HOSPITAL",CLEVELAND,OH,5,"EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC",32048.6,43300.33,11251.73
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"OTHER MULTIPLE SIGNIFICANT TRAUMA WITH MCC",21601.076923,32844.51,11243.43
"BRIGHAM AND WOMEN'S HOSPITAL",BOSTON,MA,5,"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE",95285.75,106524.99,11239.24
"HENDRICKS REGIONAL HEALTH",DANVILLE,IN,5,"INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC",31867.714286,43065.94,11198.23
"UCHEALTH HIGHLANDS RANCH HOSPITAL","HIGHLANDS RANCH",CO,5,"MAJOR HEAD AND NECK PROCEDURES WITH CC",15510.692308,26708.84,11198.15
"HILLCREST HOSPITAL","MAYFIELD HEIGHTS",OH,5,"MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC",29662.619048,40853.72,11191.1
